'jian'qiao'bei	建桥杯	011124.129632.121324	51111254.1234313432.12341324
'zhi'ding'da'ji	指定打击	103581.461214.1012.1120	121352511.44512134.12112.11252
'zhi'ding'pei'xun	指定培训	103581.461214.196180.40322	121352511.44512134.12141431251.45322
'zhi'ding'dui'shou'zhi	指定对手制	103581.461214.54124.67.311252	121352511.44512134.54124.3112.31125222
'zhi'dao'qi	指导棋	103581.515124.1270	121352511.515124.123412211134
'zhi'dang'chui	指裆捶	103581.632401.103121	121352511.45234243511.12131212211
'zhi'dang'chui	指裆锤	103581.632401.913121	121352511.45234243511.3111531212211
'qia'jue	掐诀	103597.405134	12135321511.455134
'bing'luo'ji'an'cai'lie'zhou'kao	掤捋挤按采挒肘靠	103636.103914.106632.104659.3912.101322.36124.319803	12135113511.1213443124.121413432.121445531.34431234.121135422.3511124.312125121112111
'bing'jin	掤劲	103636.541213	12135113511.5412153
'pai'xing	拍型	10381.113229	12132511.113222121
'pai'kuang'kuan'du	拍框宽度	10381.121115.461725.471854	12132511.1234111215.4451222535.413122154
'pai'bing	拍柄	10381.121254	12132511.123412534
'pai'mian	拍面	10381.132521	12132511.132522111
'pai'tou	拍头	10381.44134	12132511.44134
'pai'tou'tie	拍头贴	10381.44134.282180	12132511.44134.253421251
'pai'jing	拍颈	10381.541218	12132511.54121132534
'pai'xian	拍线	10381.551154	12132511.55111534
'pai'xian	拍弦	10381.574156	12132511.51541554
'pai'hou	拍喉	10381.803254	12132511.251325131134
'pai'li'ao	拍里奥	10381.81211.325684	12132511.2511211.325431234134
'luo'jin	捋劲	103914.541213	1213443124.5412153
'luo'shou	捋手	103914.67	1213443124.3112
'shou'gong	授功	103944.12153	12134434554.12153
'shou'wei	授威	103944.131594	12134434554.131531534
'shou'xian	授先	103944.31935	12134434554.312135
'shou'zi	授子	103944.58	12134434554.521
'shou'yue'si'qi	授钺四七	103944.911554.84.15	12134434554.3111515534.25351.15
'yao'bai'ren	摇摆人	103994.108414.34	1213443311252.1212522112154.34
'yao'tian'zhu	摇天柱	103994.1134.12411	1213443311252.1134.123441121
'yao'cao'jie	摇槽劫	103994.121251.195453	1213443311252.123412512212511.1215453
'yao'lu'jie	摇橹劫	103994.129881.195453	1213443311252.1234352512112511.1215453
'yao'gong	摇肱	103994.361354	1213443311252.35111354
'hu'bing'dai	护柄带	10407.121254.122245	1214513.123412534.122245252
'hu'qiang	护墙	10407.191241	1214513.12112431252511
'hu'tai	护台	10407.5480	1214513.54251
'hu'xian'guan	护线管	10407.551154.374621	1214513.55111534.31431444525151
'hu'shou'bang	护手棒	10407.67.127312	1214513.3112.123411134112
'hu'shou'chan	护手铲	10407.67.91613	1214513.3112.31115414313
'hu'duan	护断	10407.685332	1214513.43123453312
'shuai'shou'tang'lang'quan	摔手螳螂拳	104152.67.262489.264032.4367	12141554413412.3112.25121424345251121.25121445115452.4311343112
'lan'ji	拦击	10431.1120	12143111.11252
'lan'shou	拦手	10431.67	12143111.3112
'lan'na'zha	拦拿扎	10431.9267.105	12143111.3412513112.1215
'cuo'qiu	搓球	104311.111244	121431113121.11211241344
'cuo'chang	搓长	104311.3154	121431113121.3154
'dou'wan	抖腕	104412.364695	1214412.351144535455
'hui'pai	挥拍	104577.10381	121451512.12132511
'hui'zhong	挥重	104577.318121	121451512.312511211
'ning'la	拧拉	104612.1061	12144512.12141431
'ning'zhuan	拧转	104612.771154	12144512.15211154
'kong'qiu'ji'shu	控球技术	104631.111244.101254.124	12144534121.11211241344.1211254.12344
'kong'qiu'hou'wei	控球后卫	104631.111244.33180.521	12144534121.11211241344.331251.521
'kong'qiu'shi	控球时	104631.111244.81124	12144534121.11211241344.2511124
'kong'zhi'xing'da'fa	控制型打法	104631.311252.113229.1012.441954	12144534121.31125222.113222121.12112.44112154
'kong'zhi'cheng'ben	控制成本	104631.311252.135534.121	12144534121.31125222.135534.12341
'wa'duan	挖断	104635.685332	121445345.43123453312
'an'zhang	按掌	104659.248067	121445531.243452513112
'an'qiao	按跷	104659.291535	121445531.2512121153135
'an'jin	按劲	104659.541213	121445531.5412153
'ca'la'bu	擦拉步	104694.1061.21233	12144535445411234.12141431.2121233
'ca'qiu'bang	擦球棒	104694.111244.127312	12144535445411234.11211241344.123411134112
'ca'ban'qiu	擦板球	104694.123354.111244	12144535445411234.12343354.11211241344
'ca'bang'qiu	擦棒球	104694.127312.111244	12144535445411234.123411134112.11211241344
'ca'mian	擦面	104694.132521	12144535445411234.132522111
'ca'wang	擦网	104694.253434	12144535445411234.253434
'ca'yong'quan	擦涌泉	104694.445422.381254	12144535445411234.4415425112.325112534
'ca'bian	擦边	104694.53454	12144535445411234.53454
'kuo'bing'qi	扩柄器	1047.121254.808010	121413.123412534.2512511344251251
'kuo'san'qi	扩散器	1047.182510.808010	121413.122125113134.2512511344251251
'zha'zha	扎扎	105.105	1215.1215
'zha'la'wo'wa	扎拉沃娃	105.1061.4496.591919	1215.12141431.4413134.531121121
'zha'gan	扎杆	105.12112	1215.1234112
'zha'ke'la'wen	扎克拉文	105.128035.1061.66	1215.1225135.12141431.4134
'zha'ke'lan'duo'fu	扎克兰多夫	105.128035.431.9090.1134	1215.1225135.43111.354354.1134
'zha'ba'luo'si	扎巴洛斯	105.5215.449080.703312	1215.5215.441354251.122111343312
'zha'wei	扎维	105.553241	1215.55132411121
'zha'ke'pa'luo'wa	扎科帕洛娃	105.924412.25381.449080.591919	1215.312344412.25232511.441354251.531121121
'niu'shi'zi'chang'yi'bian	扭十字长一边	105211.12.4658.3154.1.53454	1215211.12.445521.3154.1.53454
'niu'yang'tou	扭羊头	105211.4312.44134	1215211.431112.44134
'niu'duan	扭断	105211.685332	1215211.43123453312
'ba'yue	把钺	105215.911554	1215215.3111515534
'bao'jia'he'tong	报价合同	105254.323432.92.25180	1215254.323432.341251.251251
'bao'fen	报分	105254.3453	1215254.3453
'pi'gua'quan	披挂拳	105324.101919.4367	12153254.121121121.4311343112
'pi'shen'chui	披身捶	105324.95.103121	12153254.3251113.12131212211
'yang'ni'si	扬尼斯	10533.0735.703312	121533.51335.122111343312
'yang'ke'wei'qi	扬科维奇	10533.924412.553241.134182	121533.312344412.55132411121.13412512
'zhao'shang'yin'hang'bei	招商银行杯	105380.613480.9103.33112.121324	12153251.41432534251.31115511534.332112.12341324
'tong'qiu	捅球	105422.111244	1215425112.11211241344
'ni'ju	拟局	105434.07580	1215434.5135251
'tai'zhou	抬肘	105480.36124	12154251.3511124
'niu'luan'zhou	拗鸾肘	105653.6699.36124	12155453.41223435451.3511124
'la'pai	拉拍	1061.10381	12141431.12132511
'la'zha'nuo	拉扎诺	1061.105.401710	12141431.1215.4512213251
'la'la'mei'li'mu'gong'zhu'da'jiang'sai	拉拉梅里姆公主大奖赛	1061.1061.123106.81211.5906.3454.411.134.412904.467638	12141431.12141431.12343155414.2511211.53155414.3454.41121.134.412354134.44511221342534
'la'qiu	拉球	1061.111244	12141431.11211241344
'la'kai'dan'da	拉开单打	1061.1132.438112.1012	12141431.1132.43251112.12112
'la'fu'la'di'nuo'wa	拉夫拉蒂诺娃	1061.1134.1061.176125.401710.591919	12141431.1134.12141431.122414345252.4512213251.531121121
'la'ban'wu	拉班舞	1061.114311.311222	12141431.1121431121.31122221354152
'la'ban'wu'pu	拉班舞谱	1061.114311.311222.404311	12141431.1121431121.31122221354152.45431224312511
'la'ding'wang'zi	拉丁王子	1061.12.11.58	12141431.12.1121.521
'la'gan	拉杆	1061.12112	12141431.1234112
'la'gan'tou'lan	拉杆投篮	1061.12112.103554.372234	12141431.1234112.1213554.3143142231425221
'la'gong	拉攻	1061.12190	12141431.1213134
'la'bang	拉磅	1061.146160	12141431.132514143454153
'la'bi'xi'ai	拉比西埃	1061.1535.74.195494	12141431.1535.125351.1215431134
'la'peng'di	拉蓬蒂	1061.179074.176125	12141431.1223541112454.122414345252
'la'fei'er	拉斐尔	1061.2366.35234	12141431.211121114134.35234
'la'de'wan'si'ka	拉德万斯卡	1061.331285.153.703312.21124	12141431.332122522114544.153.122111343312.21124
'la'sha'de'wo'en	拉沙德沃恩	1061.442343.331285.4496.251345	12141431.4412343.332122522114544.4413134.2513414544
'la'wo'yi	拉沃伊	1061.4496.32013	12141431.4413134.325113
'la'bin'wu'pu	拉宾舞谱	1061.463214.311222.404311	12141431.4453212134.31122221354152.45431224312511
'la'sai'er	拉塞尔	1061.467639.35234	12141431.4451122134121.35234
'la'ma'ku'si	拉马库斯	1061.50.4777.703312	12141431.551.4131512.122111343312
'la'hu'quan'qiu	拉弧圈球	1061.573354.254351.111244	12141431.51533544.25431134551.11211241344
'la'mu	拉姆	1061.5906	12141431.53155414
'la'qi	拉气	1061.67	12141431.3115
'la'shou'fan'gui	拉手犯规	1061.67.3855.113425	12141431.3112.35355.11342535
'la'ji'mu	拉基姆	1061.7019.5906	12141431.12211134121.53155414
'la'si'mu'sen	拉斯姆森	1061.703312.5906.121212	12141431.122111343312.53155414.123412341234
'la'bang'wu'pu	拉邦舞谱	1061.7352.311222.404311	12141431.111352.31122221354152.45431224312511
'la'ke	拉科	1061.924412	12141431.312344412
'jie'qiu	接球	106159.111244	12141431531.11211241344
'jie'qiu'wei'zhi	接球位置	106159.111244.3261.841227	12141431531.11211241344.3241431.2522112251111
'jie'bu'gui	接不归	106159.1324.2301	12141431531.1324.23511
'jie'hui	接回	106159.25801	12141431531.252511
'jie'hou'shi'shou	接后失手	106159.33180.31134.67	12141431531.331251.31134.3112
'jie'chu'ya'li	接触压力	106159.3526.13194.53	12141431531.3535112251214.131214.53
'jie'xiang'yan	接象眼	106159.358034.8203	12141431531.35251353334.25111511534
'jie'ying	接应	106159.47641	12141431531.4134431
'jie'fa'qiu	接发球	106159.53544.111244	12141431531.53544.11211241344
'jie'fa'qiu'de'wei'zhi	接发球的位置	106159.53544.111244.381354.3261.841227	12141431531.53544.11211241344.32511354.3241431.2522112251111
'jie'fa'qiu'yuan	接发球员	106159.53544.111244.8028	12141431531.53544.11211241344.2512534
'jie'shou	接手	106159.67	12141431531.3112
'zhuang'hu'qiang	撞护墙	106181.10407.191241	121414312511211.1214513.12112431252511
'zhuang'ji'hu'lan	撞击护栏	106181.1120.10407.12431	121414312511211.11252.1214513.123443111
'zhuang'ji'ce'shi	撞击测试	106181.1120.442822.401124	121414312511211.11252.441253422.45112154
'zhuang'jin	撞紧	106181.225454	121414312511211.2254554234
'zhuang'lang'jian	撞郎剑	106181.40352.341642	121414312511211.45115452.341443122
'zhuang'qi	撞气	106181.67	121414312511211.3115
'zhuang'che'men	撞车门	106181.77.42	121414312511211.1512.425
'jiao'ju	搅局	106425.07580	121443452535.5135251
'ji'guo	挤过	106632.124454	121413432.124454
'ji'jin	挤劲	106632.541213	121413432.5412153
'pie'la	撇拉	106890.1061	12143252343134.12141431
'pie'shen'chui	撇身捶	106890.95.103121	12143252343134.3251113.12131212211
'pie'shen'chui	撇身锤	106890.95.913121	12143252343134.3251113.3111531212211
'she'ru	摄入	107254.34	1211221115454.34
'she'sheng'liu'hai	摄生六害	107254.371.66.467180	1211221115454.31121.4134.4451112251
'kou'qiu	扣球	1080.111244	121251.11211241344
'kou'wang'qian'qiu	扣网前球	1080.253434.431252.111244	121251.253434.431251122.11211241344
'kou'sha	扣杀	1080.3412	121251.341234
'kou'sha'qiu	扣杀球	1080.3412.111244	121251.341234.11211241344
'kou'wan	扣腕	1080.364695	121251.351144535455
'kou'lan	扣篮	1080.372234	121251.3143142231425221
'sun'jie	损劫	108028.195453	1212512534.1215453
'sun'zhe	损着	108028.4382	1212512534.43111325111
'guai'da	拐打	108053.1012	12125153.12112
'guai'san	拐三	108053.111	12125153.111
'cao'shou	操手	108082.67	1212512512511234.3112
'ti'jie	提劫	108114.195453	121251112134.1215453
'ti'hou'zai'duan	提后再断	108114.33180.125211.685332	121251112134.331251.125211.43123453312
'ti'kong	提空	108114.463411	121251112134.44534121
'ti'zi	提子	108114.58	121251112134.521
'ti'zi'kai'hua'san'shi'mu	提子开花三十目	108114.58.1132.173235.111.12.82	121251112134.521.1132.1223235.111.12.25111
'ti'shou'shang'shi	提手上势	108114.67.211.103543	121251112134.3112.211.12135453
'ti'yue	提钺	108114.911554	121251112134.3111515534
'jie'shi'fa'bu'hui	揭示发布会	108135.11234.53544.1325.341154	121251135345.11234.53544.13252.341154
'jie'fu	揭斧	108135.343432	121251135345.34343312
'chou'qiu	抽球	1083.111244	12125121.11211241344
'chou'ji'hui'ji'qiu	抽击回击球	1083.1120.25801.1120.111244	12125121.11252.252511.11252.11211241344
'ya'fen	押分	1083.3453	12125112.3453
'chou'qian	抽签	1083.373411	12125121.3143143414431
'bai'jiao'die'cha	摆脚跌岔	108414.361952.293114.345320	1212522112154.35111215452.251212131134.3453252
'bai'jiao'die'cha	摆脚跌叉	108414.361952.293114.544	1212522112154.35111215452.251212131134.544
'bai'tuo'fang'shou	摆脱防守	108414.364385.5260.46124	1212522112154.35114325135.524153.445124
'bai'pu	摆谱	108414.404311	1212522112154.45431224312511
'bai'duan	摆短	108414.941801	1212522112154.311341251431
'jiu'mo'qi'you'hui	揪魔棋友会	109269.471215.1270.1354.341154	121312344334.41312341234325113554.123412211134.1354.341154
'ban'lan'chui	搬拦捶	109334.10431.103121	1213354143554.12143111.12131212211
'ban'lan'zhou	搬拦肘	109334.10431.36124	1213354143554.12143111.3511124
'jiao'yin	挢引	109632.572	121313432.5152
'sou'gen	搜根	109724.1203	121321511254.1234511534
'sou'lin'fu	搜林斧	109724.1212.343432	121321511254.12341234.34343312
'wang'jian'feng	王建峰	11.011124.209071	1121.51111254.2523541112
'wang'jian'jun	王建军	11.011124.4577	1121.51111254.451512
'wang'qun	王群	11.013802	1121.5113251431112
'er'yi'lu'shang'duo'miao'zhao	二一路上多妙着	11.1.299080.211.9090.592343.4382	11.1.2512121354251.211.354354.5312343.43111325111
'wang'yi'fei	王一飞	11.1.534	1121.1.534
'wang'zhen	王振	11.101314	1121.1211311534
'wang'zhe'ming	王哲明	11.103310.8136	1121.1213312251.25113511
'wang'zhi'min	王执民	11.10354.51515	1121.121354.51515
'wang'kang	王抗	11.104135	1121.1214135
'wang'wei	王玮	11.111152	1121.11211152
'wang'lin	王琳	11.111212	1121.112112341234
'wang'yuan	王元	11.1135	1121.1135
'wang'shan	王珊	11.113531	1121.112135351
'wang'yu'fang	王玉芳	11.114.1760	1121.11214.1224153
'wang'chen	王琛	11.114532	1121.112145341234
'wang'xuan	王璇	11.116038	1121.112141533152134
'er'shi'si'shi'jian'hua'tai'ji'quan	二十四式简化太极拳	11.12.84.112154.374281.3235.1344.12354.4367	11.12.25351.112154.3143144252511.3235.1344.1234354.4311343112
'er'shi'si'shi'tong'bei	二十四式通背	11.12.84.112154.542514.211351	11.12.25351.112154.5425112454.211352511
'er'shi'si'lu'tan'tui	二十四路谭腿	11.12.84.299080.407482.360344	11.12.25351.2512121354251.45125221251112.3511511534454
'wang'nan	王楠	11.121222	1121.1234122543112
'wang'ya'nan	王亚楠	11.122.121222	1121.122431.1234122543112
'wang'zhen	王桢	11.122128	1121.1234212534
'wang'xi	王檄	11.123810	1121.12343251141533134
'er'wu'qin'fen	二五侵分	11.1251.320144.3453	11.1251.325114554.3453
'er'li	二李	11.1258	11.1234521
'er'mei'yao	二枚腰	11.1290.367459	11.12343134.3511125221531
'wang'li'qin	王励勤	11.131533.1853	1121.1315353.1221251112153
'wang'shuo	王硕	11.141328	1121.13251132534
'wang'lei	王磊	11.141414	1121.132511325113251
'wang'dong	王东	11.15234	1121.15234
'wang'dong'liang	王东亮	11.15234.414535	1121.15234.412514535
'wang'yao	王尧	11.153135	1121.153135
'wang'lei	王雷	11.1683	1121.1452444425121
'er'jie'gun	二节棍	11.1752.128115	11.12252.123425111535
'wang'xiang'zhai	王芗斋	11.1756.661322	1121.122553.4134132522
'wang'rui	王蕊	11.176565	1121.122454445444544
'er'shi	二世	11.185	11.12215
'wang'yao	王垚	11.191919	1121.121121121
'wang'zeng'yi	王增羿	11.194321.040412	1121.121432524312511.541541132
'wang'zhi'liang	王志良	11.1965.403	1121.1214544.4511534
'wang'xi	王熹	11.198069	1121.1212514312514444
'wang'zhen'zhi	王贞志	11.2128.1965	1121.212534.1214544
'wang'zhuo	王卓	11.218112	1121.21251112
'wang'hui	王辉	11.241357	1121.243135451512
'er'ti'jiao	二踢脚	11.298133.361952	11.251212125113533.35111215452
'er'lu	二路	11.299080	11.2512121354251
'wang'xuan'jie	王选杰	11.319354.1269	1121.312135454.12344444
'wang'wei	王伟	11.321152	1121.321152
'wang'bo'gang	王伯刚	11.32381.253422	1121.3232511.253422
'wang'juan	王隽	11.324173	1121.3241112153
'wang'yi'han	王仪涵	11.32434.445242	1121.32434.44152413452
'wang'ni'qiao	王倪乔	11.329735.9632	1121.3232151135.313432
'wang'jian'kun	王剑坤	11.341642.1983	1121.341443122.12125112
'wang'fu	王斧	11.343432	1121.34343312
'wang'hao	王皓	11.381310	1121.325113121251
'wang'yi	王谊	11.404627	1121.4544525111
'er'ci'zhuang'ji	二次撞击	11.413534.106181.1120	11.413534.121414312511211.11252
'er'jian'jia	二间夹	11.4281.143134	11.4252511.143134
'er'jian'di'gua	二间低挂	11.4281.323514.101919	11.4252511.3235154.121121121
'er'jian'di'jia	二间低夹	11.4281.323514.143134	11.4252511.3235154.143134
'er'jian'fan'jia	二间反夹	11.4281.3354.143134	11.4252511.3354.143134
'er'jian'gao'gua	二间高挂	11.4281.412580.101919	11.4252511.4125125251.121121121
'er'jian'gao'jia	二间高夹	11.4281.412580.143134	11.4252511.4125125251.143134
'wang'hong'jun	王洪军	11.441834.4577	1121.441122134.451512
'wang'hai'jun	王海钧	11.443106.913541	1121.4413155414.311153541
'wang'hao	王浩	11.443190	1121.4413121251
'wang'zhi'guo	王治国	11.445480.251141	1121.44154251.25112141
'wang'ru'nan	王汝南	11.4459.122542	1121.441531.122543112
'wang'tao	王涛	11.447314	1121.4411113124
'wang'guan'zhan	王冠战	11.451134.218014	1121.451135124.212511534
'wang'guan'jun	王冠军	11.451134.4577	1121.451135124.451512
'wang'yong'gang	王永刚	11.45534.253422	1121.45534.253422
'wang'yu'seng	王宇僧	11.46112.324321	1121.445112.32432524312511
'wang'hong'wei	王宏伟	11.461354.321152	1121.4451354.321152
'wang'qing	王庆	11.47134	1121.413134
'wang'zuo'zhan	王座战	11.473439.218014	1121.4133434121.212511534
'wang'tian	王恬	11.4996	1121.442312251
'wang'yi'xin	王异新	11.515132.611232	1121.515132.4143112343312
'wang'jia'nan	王迦南	11.538044.122542	1121.53251454.122543112
'er'lei'an'da	二垒安打	11.545459.4659.1012	11.545454121.445531.12112
'er'lei'shou	二垒手	11.545459.67	11.545454121.3112
'er'ji	二级	11.55354	11.551354
'wang'you'xia	王幼侠	11.5653.321434	1121.55453.32143134
'wang'you'chen	王幼宸	11.5653.461314	1121.55453.4451311534
'wang'han	王憨	11.572905	1121.512211131344544
'er'zi'tou'bi'ban	二子头必扳	11.58.44134.65.103354	11.521.44134.45434.1213354
'wang'zi'yan	王子晏	11.58.814659	1121.521.2511445531
'wang'ting'ting	王婷婷	11.594142.594142	1121.531412514512.531412514512
'wang'li'cheng	王立诚	11.61.401354	1121.41431.45135534
'wang'yan'qing	王彦卿	11.613333.353032	1121.414313333.3535115452
'wang'xiang'yun	王祥云	11.624312.1154	1121.4524431112.1154
'wang'yu'zi	王裕子	11.6393.58	1121.452343434251.521
'er'liu'gong'ke	二六功课	11.66.12153.408112	11.4134.12153.4525111234
'wang'yi'min	王亦民	11.66.51515	1121.413234.51515
'er'shou	二手	11.67	11.3112
'wang'qi	王气	11.67	1121.3115
'er'shou'jie	二手劫	11.67.195453	11.3112.1215453
'wang'yu'hui	王煜辉	11.698161.241357	1121.4334251141431.243135451512
'wang'yue'gu	王越古	11.761554.1280	1121.121213415534.12251
'er'lian'xing	二连星	11.77454.81371	11.1512454.251131121
'er'lian'xing'bu'ju	二连星布局	11.77454.81371.1325.07580	11.1512454.251131121.13252.5135251
'wang'zhong'wang'zhan	王中王战	11.802.11.218014	1121.2512.1121.212511534
'er'pin	二品	11.808080	11.251251251
'wang'hao'yang	王昊洋	11.811134.444312	1121.25111134.441431112
