君士坦丁堡	01380.19.19811.12.328019
十字河州大牧牛场	12.4658.441802.434242.134.3190.31.19533
十方普觉寺	12.60.4322.642.19124
十方普觉寺	12.60.432281.642535.19124
十里画廊	12.812.183.474
十里画廊	12.81211.18352.474032
十里郎当	12.812.40352.240
十里郎当	12.81211.40352.2401
十里亭	12.812.4112
十里亭	12.81211.4112
根尼西	120.0735.74
根尼西	1203.0735.74
根特	120.3119
根特	1203.311914
正北楼	121.211.126
正北楼	121.21135.126859
本兰围场	121.43.25115.1953
本兰围场	121.43.251151.19533
本溪水洞	121.44395.253.4425
本溪水洞	121.443954.2534.442510
本哈	121.809
本哈	121.8094
巧克拉玛斯海滨浴场	12115.12803.1061.1150.7033.4431.444694.4494.1953
巧克拉玛斯海滨浴场	12115.128035.1061.1150.7033.443106.444694.4494.19533
栈桥	121154.129
栈桥	121154.129432
林查班	1212.12811.1143
林查班	1212.12811.114311
林东塔	1212.152.1917
林东塔	1212.15234.191794
林则徐纪念馆	1212.282.3334.555.34456.304
林则徐纪念馆	1212.2822.333412.55515.344565.304621
林风眠旧居	1212.353.82515.281.0712
林风眠旧居	1212.3534.825155.281.071280
林泉寺	1212.3812.19124
林泉寺	1212.381254.19124
林盖尔	1212.4311.3523
林盖尔	1212.431184.35234
林汲泉	1212.44354.3812
林汲泉	1212.44354.381254
林家花园	1212.46.17.251
林家花园	1212.4613.173235.251131
林邦	1212.7352
林迪	1212.8345
林迪	1212.83454
楚布寺	12120.1325.19124
楚布寺	121208.1325.19124
森林氧吧	121212.1212.974.805
森林氧吧	121212.1212.974312.805215
植物园	12122.313.251
植物园	121227.313533.251131
植钢筋	12122.9125.3736
植钢筋	121227.912534.373653
梵蒂冈	121234.17612.2534
梵蒂冈	121234.176125.2534
梵蒂冈博物馆	121234.17612.2534.121254.313.304
梵蒂冈博物馆	121234.176125.2534.121254.313533.304621
梵蒂冈城	121234.17612.2534.1913
梵蒂冈城	121234.176125.2534.191354
梵蒂冈教廷	121234.17612.2534.1935.31954
梵蒂冈教廷	121234.176125.2534.193580.31954
梵净山	121234.41350.20
梵净山	121234.413501.20
博拉马	121254.1061.50
博杰布尔	121254.1269.1325.3523
博杰布尔	121254.1269.1325.35234
博克拉	121254.12803.1061
博克拉	121254.128035.1061
博克拉河谷	121254.12803.1061.441.94
博克拉河谷	121254.128035.1061.441802.94
博格达山	121254.1290.13445.20
博格达山	121254.129080.134454.20
博茨瓦纳	121254.174134.79.5525
博茨瓦纳	121254.174134.79.552534
博城	121254.1913
博城	121254.191354
博赫尼亚皇家盐矿	121254.193234.0735.122.38111.46.192.1447
博赫尼亚皇家盐矿	121254.193234.0735.122.38111.4613.192484.1447
博尔	121254.3523
博尔	121254.35234
博尔古纳	121254.3523.1280.5525
博尔古纳	121254.35234.1280.552534
博尔沃	121254.3523.4494
博尔沃	121254.35234.4494
博湖金沙滩	121254.44128.91.442.44543
博湖金沙滩	121254.441286.91.442343.445431
博马	121254.50
博阿利瀑布	121254.5218.922.448114.1325
博阿利瀑布	121254.521802.9222.448114.1325
博约马瀑布	121254.5535.50.448114.1325
博约马瀑布	121254.55354.50.448114.1325
博登	121254.561
博登	121254.561801
博登湖	121254.561.44128
博登湖	121254.561801.441286
博斯腾湖	121254.7033.36435.44128
博斯腾湖	121254.7033.364350.441286
博鳌	121254.715395
博鳌亚洲论坛成立会址	121254.715395.122.44434.40343.19115.135.61.341.1921
博鳌亚洲论坛成立会址	121254.715395.122.444342.403435.191154.135534.61.341154.1921
博鳌亚洲论坛永久会址	121254.715395.122.44434.40343.19115.455.354.341.1921
博鳌亚洲论坛永久会址	121254.715395.122.444342.403435.191154.45534.354.341154.1921
博鳌东方文化苑	121254.715395.152.60.66.3235.179
博鳌东方文化苑	121254.715395.15234.60.66.3235.179055
博鳌镇	121254.715395.91122
博鳌镇	121254.715395.911224
博雅鲜花店	121254.793.954.17.472
博雅鲜花店	121254.793241.954312.173235.472180
博罗莫	121254.849.1781
博罗莫	121254.8490.178114
贡德尔	12128.3312.3523
贡德尔	12128.331285.35234
贡嘎山	12128.80138.20
贡嘎山	12128.801384.20
贡多拉	12128.909.1061
贡多拉	12128.9090.1061
梦幻乐园	12129.565.352.251
梦幻乐园	121290.565.35234.251131
顶天三石	12132.1134.111.14
顶天三石	121328.1134.111.14
巩华城	121354.32351.1913
巩华城	121354.323512.191354
柘林瀑	1214.1212.448114
功臣塔	12153.72.1917
功臣塔	12153.72.191794
戴云山	198.1154.20
戴云山	198314.1154.20
戴维	198.5532
戴维	198314.553241
戴维斯空军基地	198.5532.7033.4612.45.701.195
戴维斯空军基地	198314.553241.7033.46121.4577.7019.19525
横塘驿亭	1218.1947.50541.4112
横塘驿亭	121884.194700.505412.4112
横滨	1218.444694
横滨	121884.444694
杜拉斯诺	1219.1061.7033.40173
杜拉斯诺	1219.1061.7033.401710
杜林桥	1219.1212.129
杜林桥	1219.1212.129432
杜甫草堂	1219.12511.178.2419
杜甫草堂	1219.125114.178112.2419
杜布罗夫尼克	1219.1325.849.1134.0735.12803
杜布罗夫尼克	1219.1325.8490.1134.0735.128035
杜蒂戈林	1219.17612.1534.1212
杜蒂戈林	1219.176125.1534.1212
杜尚别	1219.2480.8053
杜尚别	1219.2480.805322
杜尔伯特蒙古族自治县	1219.3523.32381.3119.17451.1280.60319.382.445.275
杜尔伯特蒙古族自治县	1219.35234.32381.311914.174513.1280.603194.382.445480.2754
杜赛尔多夫	1219.4678.3523.909.1134
杜赛尔多夫	1219.467828.35234.9090.1134
杜康泉	1219.470.3812
杜康泉	1219.470124.381254
杜阿拉	1219.5218.1061
杜阿拉	1219.521802.1061
桂林山水	12191.1212.20.253
桂林山水	121919.1212.20.2534
桂花岛	12191.17.962
桂花岛	121919.173235.9620
亚拉巴马州	122.1061.5215.50.4342
亚拉巴马州	122.1061.5215.50.434242
亚丁	122.12
亚丁清真寺	122.12.4471.12273.19124
亚丁清真寺	122.12.447121.122734.19124
亚南极岛屿	122.1225.12354.962.2015
亚南极岛屿	122.122542.12354.9620.20151
亚松森	122.1234.121212
亚松森	122.123454.121212
亚松森圣母要塞	122.1234.121212.5419.06.7.46781
亚松森圣母要塞	122.123454.121212.5419.06.7459.467819
亚述帝国遗址	122.12445.6125.2.80212.1921
亚述帝国遗址	122.124454.6125.251141.802124.1921
亚厉山德里亚	122.13153.20.3312.812.122
亚厉山德里亚	122.13153.20.331285.81211.122
亚布力滑雪场	122.1325.53.4485.160.1953
亚布力滑雪场	122.1325.53.4485.1601.19533
亚布力滑雪度假区	122.1325.53.4485.160.4718.320.1345
亚布力滑雪度假区	122.1325.53.4485.1601.471854.3207.1345
亚历山大	122.1353.20.134
亚历山大德鲁波利斯	122.1353.20.134.3312.9581.4453.922.7033
亚历山大德鲁波利斯	122.1353.20.134.331285.9581.445324.9222.7033
亚龙湾	122.13534.44665
亚龙湾	122.13534.446657
亚龙湾国家旅游度假区	122.13534.44665.2.46.603.446.4718.320.1345
亚龙湾国家旅游度假区	122.13534.446657.251141.4613.603134.446038.471854.3207.1345
亚龙湾中心广场	122.13534.44665.802.65.47.1953
亚龙湾中心广场	122.13534.446657.802.65.47.19533
亚速尔群岛	122.180234.3523.0138.962
亚速尔群岛	122.180234.35234.013802.9620
亚当斯敦	122.240.7033.41589
亚当斯敦	122.2401.7033.415890
亚特兰大	122.3119.43.134
亚特兰大	122.311914.43.134
亚伦	122.32343
亚伦	122.323435
亚德古拉城堡	122.3312.1280.1061.1913.328019
亚德古拉城堡	122.331285.1280.1061.191354.328019
亚德里亚海滨	122.3312.812.122.4431.444694
亚德里亚海滨	122.331285.81211.122.443106.444694
亚的斯亚贝巴	122.3.7033.122.28.5215
亚的斯亚贝巴	122.381354.7033.122.28.5215
亚美尼亚	122.431.0735.122
亚美尼亚	122.431114.0735.122
亚美尼亚城	122.431.0735.122.1913
亚美尼亚城	122.431114.0735.122.191354
亚兹德	122.43565.3312
亚兹德	122.435656.331285
亚沟摩崖石刻像	122.44355.471217.20131.14.41533.32358
亚沟摩崖石刻像	122.443554.471217.201319.14.415332.323584
亚洲	122.44434
亚洲	122.444342
亚洛瓦温泉	122.4490.79.4481.3812
亚洛瓦温泉	122.449080.79.448184.381254
亚庇哥打基	122.4715.1802.1012.701
亚庇哥打基	122.471535.180212.1012.7019
亚马逊河	122.50.5823.441
亚马逊河	122.50.582344.441802
亚喀巴	122.80469.5215
亚喀巴	122.804690.5215
亚眠大教堂	122.82515.134.1935.2419
亚眠大教堂	122.825155.134.193580.2419
亚利桑那州	122.922.54545.51.4342
亚利桑那州	122.9222.545452.5152.434242
亚穆苏克罗	122.9238.1753.12803.849
亚穆苏克罗	122.923813.175344.128035.8490
严子陵钓台	1223.58.5219.9135.548
严子陵钓台	1223.58.521930.91354.5480
朴次茅斯	1224.41353.1754.7033
朴次茅斯	1224.413534.1754.7033
档案馆	12240.4659.304
档案馆	122401.465912.304621
桄榔庵	12243.1240.471345
桄榔庵	122435.124032.471345
桐君山	12251.01380.20
桐君山	122510.01380.20
桐庐天目溪漂流	12251.4767.1134.82.44395.44741.444
桐庐天目溪漂流	122510.4767.1134.82.443954.447414.444155
桐庐瑶琳仙境	12251.4767.1139.11121.3220.196
桐庐瑶琳仙境	122510.4767.113992.111212.3220.196185
桐庐严子陵钓台	12251.4767.1223.58.5219.9135.548
桐庐严子陵钓台	122510.4767.1223.58.521930.91354.5480
桐庐大奇山国家森林公园	12251.4767.134.13418.20.2.46.121212.1212.3454.251
桐庐大奇山国家森林公园	122510.4767.134.134182.20.251141.4613.121212.1212.3454.251131
桐庐垂云通天河	12251.4767.31212.1154.542.1134.441
桐庐垂云通天河	122510.4767.312121.1154.542514.1134.441802
桐庐女儿村景区	12251.4767.59.35.12124.814.1345
桐庐女儿村景区	122510.4767.59.35.12124.814124.1345
南屏晚钟	1225.0743.813.918
南屏晚钟	122542.074378.813585.91802
南捷克	1225.1010.12803
南捷克	122542.101014.128035
南天寺	1225.1134.19124
南天寺	122542.1134.19124
南天门	1225.1134.42
南天门	122542.1134.42
南珍珠泉	1225.11343.1131.3812
南珍珠泉	122542.113433.113112.381254
南亚	1225.122
南亚	122542.122
南韩	1225.128112
南韩	122542.128112
南朝萧绩墓石刻	1225.128.1701.557.178119.14.41533
南朝萧绩墓石刻	122542.128116.170124.557128.178119.14.415332
南达科他州	1225.13445.924.325.4342
南达科他州	122542.134454.924412.32525.434242
南欧	1225.13453
南欧	122542.134534
南戈壁	1225.1534.0719
南戈壁	122542.1534.0719
南甘露泉	1225.18.162.3812
南甘露泉	122542.18.162990.381254
南叵罗泉	1225.1805.849.3812
南叵罗泉	122542.1805.8490.381254
南煮糠泉	1225.1938.68470.3812
南煮糠泉	122542.193819.684704.381254
南吉祥寺	1225.1980.624.19124
南吉祥寺	122542.1980.62432.19124
南山	1225.20
南山	122542.20
南山寺	1225.20.19124
南山寺	122542.20.19124
南山塔	1225.20.1917
南山塔	122542.20.191794
南山路	1225.20.299
南山路	122542.20.299080
南山牧场	1225.20.3190.1953
南山牧场	122542.20.3190.19533
南山公园	1225.20.3454.251
南山公园	122542.20.3454.251131
南山望雪	1225.20.4153.160
南山望雪	122542.20.415361.1601
南山海上观音	1225.20.4431.21.5425.6181
南山海上观音	122542.20.443106.21.542535.6181
南山文化旅游区	1225.20.66.3235.603.446.1345
南山文化旅游区	122542.20.66.3235.603134.446038.1345
南嵩岩	1225.2041.2014
南嵩岩	122542.204180.2014
南卡罗来州	1225.2124.849.168.4342
南卡罗来州	122542.2124.8490.168.434242
南非	1225.23
南非	122542.23
南少林	1225.2343.1212
南少林	122542.2343.1212
南特	1225.3119
南特	122542.311914
南华寺	1225.32351.19124
南华寺	122542.323512.19124
南京	1225.4123
南京	122542.41234
南京博物院	1225.4123.121254.313.524
南京博物院	122542.41234.121254.313533.524615
南京大屠杀纪念馆	1225.4123.134.07193.3412.555.34456.304
南京大屠杀纪念馆	122542.41234.134.071931.3412.55515.344565.304621
南京雨花台烈士陵园	1225.4123.16.17.548.13226.19.5219.251
南京雨花台烈士陵园	122542.41234.16.173235.5480.132269.19.521930.251131
南京长江大桥	1225.4123.3154.44121.134.129
南京长江大桥	122542.41234.3154.44121.134.129432
南京阅江楼	1225.4123.4243.44121.126
南京阅江楼	122542.41234.424385.44121.126859
南京江心洲镇	1225.4123.44121.65.44434.91122
南京江心洲镇	122542.41234.44121.65.444342.911224
南京方山定林寺	1225.4123.60.20.467.1212.19124
南京方山定林寺	122542.41234.60.20.4676.1212.19124
南翔寺砖塔	1225.4304.19124.141.1917
南翔寺砖塔	122542.4304.19124.141154.191794
南翔寺经幢	1225.4304.19124.55.2561
南翔寺经幢	122542.4304.19124.555411.256181
南美	1225.431
南美	122542.431114
南美岭	1225.431.203
南美岭	122542.431114.203444
南美洲	1225.431.44434
南美洲	122542.431114.444342
南普陀寺	1225.4322.5246.19124
南普陀寺	122542.432281.524635.19124
南丫岛	1225.432.962
南丫岛	122542.432.9620
南浦	1225.44125
南浦	122542.441254
南浦大桥	1225.44125.134.129
南浦大桥	122542.441254.134.129432
南湖岛	1225.44128.962
南湖岛	122542.441286.9620
南沙群岛	1225.442.0138.962
南沙群岛	122542.442343.013802.9620
南澳洲	1225.4432.44434
南澳洲	122542.443254.444342
南澳岛	1225.4432.962
南澳岛	122542.443254.9620
南湾猴岛	1225.44665.383.962
南湾猴岛	122542.446657.383254.9620
南宋八卦田	1225.4612.34.19192.83
南宋八卦田	122542.4612.34.191924.83
南宋官窑博物馆	1225.4612.462.4692.121254.313.304
南宋官窑博物馆	122542.4612.462511.4692.121254.313533.304621
南安寺塔	1225.465.19124.1917
南安寺塔	122542.4659.19124.191794
南安普敦	1225.465.4322.41589
南安普敦	122542.4659.432281.415890
南唐两陵	1225.4701.1253.5219
南唐两陵	122542.470120.125344.521930
南阳公主祠	1225.528.3454.411.6251
南阳公主祠	122542.5281.3454.411.625180
南圣克鲁斯	1225.5419.12803.9581.7033
南圣克鲁斯	122542.5419.128035.9581.7033
南圣胡安	1225.5419.128036.465
南圣胡安	122542.5419.128036.4659
南通	1225.542
南通	122542.542514
南通博物苑	1225.542.121254.313.179
南通博物苑	122542.542514.121254.313533.179055
南方湖	1225.60.44128
南方湖	122542.60.441286
南斯拉夫	1225.7033.1061.1134
南斯拉夫	122542.7033.1061.1134
南响堂寺石窟	1225.8032.2419.19124.14.4607
南响堂寺石窟	122542.803250.2419.19124.14.460702
南田温泉	1225.83.4481.3812
南田温泉	122542.83.448184.381254
南迪	1225.8345
南迪	122542.83454
南岛	1225.962
南岛	122542.9620
献殿	12254.07183
献殿	122544.071834
直布罗陀	1227.1325.849.5246
直布罗陀	1227.1325.8490.524635
直江津	1227.44121.4401
真武庙	12273.1121.478
真武庙	122734.112154.4783
真觉寺	12273.642.19124
真觉寺	122734.642535.19124
晋冀鲁豫烈士陵园	1228.211354.9581.54358.13226.19.5219.251
晋冀鲁豫烈士陵园	12281.211354.9581.543584.132269.19.521930.251131
晋水源流	1228.253.44133.444
晋水源流	12281.2534.441334.444155
晋绥解放区烈士陵园	1228.55395.3553.609.1345.13226.19.5219.251
晋绥解放区烈士陵园	12281.553959.355331.6090.1345.132269.19.521930.251131
晋祠	1228.6251
晋祠	12281.625180
晋祠之铭并序碑	1228.6251.454.9190.4378.4754.1438
晋祠之铭并序碑	12281.625180.454.919080.4378.4754.143812
梅克内斯	1231.12803.2534.7033
梅克内斯	123106.128035.2534.7033
梅克内斯古城	1231.12803.2534.7033.1280.1913
梅克内斯古城	123106.128035.2534.7033.1280.191354
梅莱凯奥克	1231.17168.2051.3256.12803
梅莱凯奥克	123106.17168.205155.325684.128035
梅花碑	1231.17.1438
梅花碑	123106.173235.143812
梅花山	1231.17.20
梅花山	123106.173235.20
梅花泉	1231.17.3812
梅花泉	123106.173235.381254
梅花瓶	1231.17.437
梅花瓶	123106.173235.437879
梅赫伦	1231.193234.32343
梅赫伦	123106.193234.323435
梅彭	1231.7933
梅彭	123106.79333
梅坞茶景	1231.19355.1734.814
梅坞茶景	123106.193551.173412.814124
梅峰揽胜	1231.209.1022.363
梅峰揽胜	123106.209071.102235.36371
梅园新村	1231.251.611.12124
梅园新村	123106.251131.611233.12124
梅园新村纪念馆	1231.251.611.12124.555.34456.304
梅园新村纪念馆	123106.251131.611233.12124.55515.344565.304621
梅尔夫国家历史和文化公园	1231.3523.1134.2.46.1353.8034.9.66.3235.3454.251
梅尔夫国家历史和文化公园	123106.35234.1134.251141.4613.1353.8034.9280.66.3235.3454.251131
梅尔库里亚丘克	1231.3523.477.812.122.98.12803
梅尔库里亚丘克	123106.35234.4777.81211.122.98.128035
梅尔辛	1231.3523.6112
梅尔辛	123106.35234.6112
梅关古驿道	1231.4334.1280.50541.4338
梅关古驿道	123106.4334.1280.505412.433824
梅家坞	1231.46.19355
梅家坞	123106.4613.193551
梅里达热带雪山	1231.812.13445.103.174.160.20
梅里达热带雪山	123106.81211.134454.103549.174525.1601.20
梅里雪山	1231.812.160.20
梅里雪山	123106.81211.1601.20
析木城石棚	1233.12.1913.14.1236
析木城石棚	1233.12.191354.14.123636
析木城全塔	1233.12.1913.3411.1917
析木城全塔	1233.12.191354.3411.191794
栃木	123313.12
板桥林家花园	1233.129.1212.46.17.251
板桥林家花园	123354.129432.1212.4613.173235.251131
板门店	1233.42.472
板门店	123354.42.472180
榆林窑	123412.1212.4692
桃花源	123414.17.44133
桃花源	123414.173235.441334
桃温万户府故城	123414.4481.153.67.4732.12809.1913
桃温万户府故城	123414.448184.153.67.473214.128090.191354
巫峡	123431.20143
巫峡	123431.201434
攀牙湾	12343.79.44665
攀牙湾	123437.79.446657
松郡九峰	1234.013805.35.209
松郡九峰	123454.013805.35.209071
松博尔	1234.121254.3523
松博尔	123454.121254.35234
松花江	1234.17.44121
松花江	123454.173235.44121
松花江公路大桥	1234.17.44121.3454.299.134.129
松花江公路大桥	123454.173235.44121.3454.299080.134.129432
松花湖	1234.17.44128
松花湖	123454.173235.441286
松山灯塔	1234.20.691.1917
松山灯塔	123454.20.6912.191794
松赞林寺	1234.31935.1212.19124
松赞林寺	123454.319358.1212.19124
松筠庵	1234.371931.471345
松筠庵	123454.371931.471345
松盖阿	1234.4311.5218
松盖阿	123454.431184.521802
松江唐经幢	1234.44121.4701.55.2561
松江唐经幢	123454.44121.470120.555411.256181
松江方塔	1234.44121.60.1917
松江方塔	123454.44121.60.191794
松江明刻照壁	1234.44121.8136.41533.8153.0719
松江明刻照壁	123454.44121.8136.415332.815389.0719
松涛水库	1234.4473.253.477
松涛水库	123454.447314.2534.4777
松鹤斋	1234.4532.661
松鹤斋	123454.453246.661322
松巴万加	1234.5215.153.538
松巴万加	123454.5215.153.5380
松娜峡湾	1234.5951.20143.44665
松娜峡湾	123454.595152.201434.446657
枪杆泉	12345.12112.3812
枪杆泉	123455.12112.381254
柳泉	12353.3812
柳泉	123532.381254
柳京大厦	12353.4123.134.13138
柳京大厦	123532.41234.134.131380
柳溪江	12353.44395.44121
柳溪江	123532.443954.44121
柳溪江漂流	12353.44395.44121.44741.444
柳溪江漂流	123532.443954.44121.447414.444155
柳浪闻莺	12353.4440.427.17469
柳浪闻莺	123532.44403.4272.174696
柳絮泉	12353.59805.3812
柳絮泉	123532.598054.381254
枫丹白露	123534.3541.381.162
枫丹白露	123534.3541.381.162990
枫叶晚安卡	123534.8012.813.465.2124
枫叶晚安卡	123534.8012.813585.4659.2124
极乐寺	12354.352.19124
极乐寺	12354.35234.19124
柏林	12381.1212
